purchaseorder,po_itemnumber,purchaserequisition,pr_itemnumber,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_incoterms1,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_paymentterms,po_paymenttermsdesc,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_deliverydate,po_unitofmeasure,po_orderpriceunit,po_orderquantity,po_priceunit,po_netprice,po_currency,po_netordervalue,po_netamount,po_deliveredqty,po_deliveredqtyvalue,po_pendingdeliveryqty,po_pendingdeliveryvalue,po_deliverycompleteindicator,po_paymentstatus,po_advancepayment,po_paymentdate,po_headerstatus,po_itemstatus,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatuscode,pr_approvalstatus,pr_approveddate,pr_processingstatuscode,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,recordskipindicator,lastchangedatetime
4500229193,00180,2000126263,00020,24306,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,100000077523,"ANTISEPTIC DETTOL, 1 GAL",G111160,Kitchen & Pantry Consumables,ZCON,Consumables,20231020,GLL,GLL,15,1,25,USD,375,367.5,15,367.5,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,GLL,null,null,null,null
4500229193,00070,2000126335,00070,24295,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,100000372115,NESCAFE CLASSIC,F000012,Other Dry Items,FOOD,Foods,20231020,KG,KG,15,1,17.5,USD,262.5,257.25,15,257.25,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,KG,null,null,null,null
4500229324,00460,2000126351,00460,24376,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000000151,"SHARPENER, CUP TYPE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,NO,NO,15,1,0.8,USD,12,11.76,15,11.76,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,NO,null,null,null,null
4500229324,00490,2000126351,00490,24379,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012249,"STAPLER PIN, MEDIUM SIZE NO. 56 ( 5000 P",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,15,1,12,USD,180,176.4,15,176.4,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,PAK,null,null,null,null
4500229193,00240,2000126263,00080,24312,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,4000000737,"TOILET BOWL CLEANER, 750 ML, BRAND: HARP",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20231020,NO,NO,12,1,15,USD,180,176.4,12,176.4,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,12,NO,null,null,null,null
4500229193,00010,2000126335,00010,24290,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,4000045949,BAJA TURKISH COFFEE WITH CARDAMOM 400G,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20231020,PAK,PAK,8,1,34,USD,272,266.56,8,266.56,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,8,PAK,null,null,null,null
4500229324,00010,2000126351,00010,24332,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012145,A3 SIZE PAPER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,BOX,BOX,25,1,160,USD,4000,3920,25,3920,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,BOX,null,null,null,null
4500229324,00180,2000126351,00180,24349,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012194,CORRECTION PEN (12 PCS/PACK),G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,NO,NO,24,1,1.75,USD,42,41.16,24,41.16,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,24,NO,null,null,null,null
4500229193,00200,2000126263,00040,24308,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,100000319391,MICRO AEROSOL REFILL 250ML  - GREEN,G111190,House Keeping Consumables,ZCON,Consumables,20231020,SHT,SHT,18,1,17,USD,306,299.88,18,299.88,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,18,ST,null,null,null,null
4500229193,00310,2000126263,00150,24318,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,100000124326,"GARBAGE BAG, BLACK - 124 CM X 140 CM - 8",G111190,House Keeping Consumables,ZCON,Consumables,20231020,BDL,BDL,1,1,6.5,USD,6.5,6.37,1,6.37,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,BDL,null,null,null,null
4500229324,00150,2000126351,00150,24346,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000016098,BINDING MACHINE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,NO,NO,1,1,850,USD,850,833,1,833,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
4500229193,00320,2000126263,00160,24319,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,4000000723,"MOP BUCKET, CAPACITY: 20 LITER",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20231020,NO,NO,1,1,86.9,USD,86.9,85.16,1,85.16,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
4500229324,00240,2000126351,00240,24355,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012207,"FLUORESCENT MARKER (HIGHLIGHTER), BLUE (",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,18,USD,36,35.28,2,35.28,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00250,2000126351,00250,24356,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012208,"FLUORESCENT MARKER (HIGHLIGHTER), GREEN",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,18,USD,36,35.28,2,35.28,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00260,2000126351,00260,24357,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012210,"FLUORESCENT MARKER (HIGHLIGHTER), PINK (",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,18,USD,36,35.28,2,35.28,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00270,2000126351,00270,24358,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012212,"FLUORESCENT MARKER (HIGHLIGHTER), YELLOW",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,18,USD,36,35.28,2,35.28,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229193,00210,2000126263,00050,24309,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,100000077522,ALL PURPOSE CLOTH (3PC/SET),G111160,Kitchen & Pantry Consumables,ZCON,Consumables,20231020,SET,SET,2,1,10,USD,20,19.6,2,19.6,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,SET,null,null,null,null
4500229324,00050,2000126351,00050,24336,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012156,BALL PEN UNIBALL PEN GEL IMPACT 153,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,57.6,USD,115.2,112.9,2,112.9,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229193,00060,2000126335,00060,24294,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,4000016136,"TEA BAG, LIPTON (100 PCS/PACK) - GREEN -",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20231020,PAK,PAK,2,1,17.5,USD,35,34.3,2,34.3,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00400,2000126351,00400,24370,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000000093,"PERMANENT MARKER, BROAD TIP, BLUE, 10 PC",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,15,USD,30,29.4,2,29.4,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00410,2000126351,00410,24371,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000000094,"PERMANENT MARKER, BROAD TIP, RED, 10 PCS",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,15,USD,30,29.4,2,29.4,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00470,2000126351,00470,24377,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000000041,"SIGN PEN, PILOT V-SIGN, BLUE, 12 PCS/PAC",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,32,USD,64,62.72,2,62.72,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00480,2000126351,00480,24378,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000000040,"SIGN PEN, PILOT V-SIGN, BLACK, 12 PCS/PA",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,32,USD,64,62.72,2,62.72,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229324,00060,2000126351,00060,24337,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012157,BALL PEN UNIBALL157,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,42,USD,84,82.32,2,82.32,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229193,00080,2000126335,00080,24296,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,4000026429,Nescafe coffee 3 in 1,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20231020,EA,EA,2,1,38,USD,76,74.48,2,74.48,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,EA,null,null,null,null
4500229324,00080,2000126351,00080,24339,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000012160,"BALL PEN, RED (12 PCS/PACK) PILOT BRAND",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,PAK,PAK,2,1,10.2,USD,20.4,19.99,2,19.99,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null
4500229193,00220,2000126263,00060,24310,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,DDP,05,05-Approved,20231024,20231015,Z045,45 Days Credit after Invoice S,4000000726,"FURNITURE POLISH 300 ML/CAN, BRAND: PLED",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20231020,NO,NO,10,1,7.25,USD,72.5,71.05,10,71.05,0,0,X,Paid,null,"31.12.2022,10.12.2023,28.02.2023,30.11.2023,09.08.2023",Open,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230827,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null
4500229324,00450,2000126351,00450,24375,null,ZLPO,Local PO,20231010,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,20231010,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,DDP,05,05-Approved,20231115,20231019,Z045,45 Days Credit after Invoice S,4000000191,TAPE DISPENSER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20231022,NO,NO,10,1,4.5,USD,45,44.1,10,44.1,0,0,X,Paid,null,"09.08.2023,12.12.2023",Closed,Closed,ZNPR,20230814,Tobi Emmaunel,X,Approved,20230815,B,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null
